|6.6.6
continental_crust_1.tab                                                                             
           2
T(K)    
   273.00000000000000     
   19.576923076923077     
          79
P(bar)  
   1.0000000000000000     
   1282.0384615384614     
          79
           8
T(K)           P(bar)         rho,kg/m3      alpha,1/K      cp,J/K/kg      vp,km/s        vs,km/s        h,J/kg        
  1036.50        92307.8        3713.92       0.243438E-004   1177.05        8.47015        4.06893      -0.103541E+008
  1056.08        92307.8        3711.53       0.244010E-004   1180.57        8.45809        4.06314      -0.103273E+008
  1075.65        92307.8        3710.22       0.244643E-004   1183.83        8.45032        4.05940      -0.103011E+008
  1095.23        92307.8        3705.08       0.245076E-004   1187.51        8.42963        4.04947      -0.102731E+008
  1114.81        92307.8        3703.89       0.245696E-004   1190.54        8.42149        4.04555      -0.102464E+008
  1134.38        92307.8        3699.21       0.246147E-004   1193.98        8.40351        4.03691      -0.102190E+008
  1153.96        92307.8        3696.48       0.246680E-004   1197.06        8.39106        4.03093      -0.101920E+008
  1173.54        92307.8        3693.29       0.247253E-004   1200.09        8.37905        4.02517      -0.101654E+008
  1193.12        92307.8        3692.38       0.247944E-004   1202.71        8.37375        4.02262      -0.101396E+008
  1212.69        92307.8        3687.65       0.248488E-004   1205.80        8.35906        4.01556      -0.101133E+008
  1232.27        92307.8        3685.31       0.249113E-004   1208.47        8.35012        4.01127      -0.100872E+008
  1251.85        92307.8        3681.83       0.249688E-004   1211.24        8.33815        4.00552      -0.100611E+008
  1271.42        92307.8        3682.19       0.250925E-004   1212.81        8.26896        3.97228      -0.100245E+008
  1291.00        92307.8        3686.77       0.254768E-004   1211.78        8.07592        3.87955      -0.997300E+007
  1310.58        92307.8        3683.54       0.255322E-004   1214.32        8.06593        3.87475      -0.994619E+007
  1330.15        92307.8        3679.91       0.255857E-004   1216.86        8.05444        3.86923      -0.991942E+007
  1349.73        92307.8        3676.66       0.256405E-004   1219.29        8.04459        3.86450      -0.989286E+007
  1369.31        92307.8        3673.40       0.256950E-004   1221.68        8.03494        3.85986      -0.986665E+007
  1388.88        92307.8        3670.26       0.257497E-004   1224.03        8.02626        3.85569      -0.984134E+007
  1408.46        92307.8        3667.06       0.258043E-004   1226.29        8.01659        3.85105      -0.981459E+007
  1428.04        92307.8        3663.90       0.258589E-004   1228.53        8.00768        3.84676      -0.978881E+007
  1447.62        92307.8        3653.62       0.257590E-004   1230.72        7.98926        3.83792      -0.976234E+007
  1467.19        92307.8        3650.69       0.258166E-004   1232.87        7.98104        3.83397      -0.973701E+007
  1486.77        92307.8        3647.72       0.258739E-004   1234.99        7.97283        3.83002      -0.971182E+007
  1506.35        92307.8        3644.73       0.259311E-004   1237.07        7.96462        3.82608      -0.968678E+007
  1525.92        92307.8        3316.91       0.217435E-004   1250.88        7.37793        3.54424      -0.952771E+007
  1545.50        92307.8        3314.75       0.217791E-004   1252.69        7.37179        3.54129      -0.950259E+007
  1565.08        92307.8        3312.56       0.218143E-004   1254.46        7.36565        3.53834      -0.947758E+007
  1584.65        92307.8        3310.33       0.218486E-004   1256.19        7.35954        3.53541      -0.945271E+007
  1604.23        92307.8        3306.54       0.218216E-004   1258.78        7.35298        3.53226      -0.943737E+007
  1623.81        92307.8        3304.27       0.218525E-004   1260.41        7.34749        3.52962      -0.941288E+007
  1643.38        92307.8        3302.00       0.218834E-004   1262.00        7.34200        3.52698      -0.938836E+007
  1662.96        92307.8        3299.68       0.219101E-004   1263.55        7.33710        3.52463      -0.936421E+007
  1682.54        92307.8        3297.35       0.219369E-004   1265.07        7.33218        3.52226      -0.934003E+007
  1702.12        92307.8        3295.00       0.219410E-004   1266.54        7.33137        3.52188      -0.931730E+007
  1721.69        92307.8        3292.65       0.219445E-004   1267.97        7.33059        3.52150      -0.929457E+007
  1741.27        92307.8        3290.38       0.218396E-004   1269.33        7.35016        3.53090      -0.927691E+007
  1760.85        92307.8        3288.32       0.217268E-004   1270.59        7.37114        3.54098      -0.925981E+007
  1780.42        92307.8        3286.68       0.215513E-004   1271.71        7.40443        3.55697      -0.924552E+007
  1800.00        92307.8        3285.47       0.213140E-004   1272.73        7.45042        3.57907      -0.923369E+007
  273.000        93589.8        3905.56       0.161972E-004   662.638        8.97758        4.31269      -0.107760E+008
  292.577        93589.8        3869.16       0.166314E-004   715.481        8.78524        4.22030      -0.107613E+008
  312.154        93589.8        3866.30       0.173185E-004   757.211        8.77754        4.21659      -0.107466E+008
  331.731        93589.8        3862.54       0.179297E-004   793.409        8.76736        4.21170      -0.107311E+008
  351.308        93589.8        3857.61       0.184802E-004   825.126        8.75391        4.20524      -0.107148E+008
  370.885        93589.8        3851.08       0.189843E-004   853.180        8.73604        4.19666      -0.106977E+008
  390.462        93589.8        3842.34       0.194565E-004   878.194        8.71208        4.18515      -0.106799E+008
  410.038        93589.8        3830.34       0.199139E-004   900.672        8.67926        4.16938      -0.106611E+008
  429.615        93589.8        3813.68       0.203583E-004   920.942        8.63525        4.14824      -0.106415E+008
  449.192        93589.8        3805.46       0.206350E-004   938.906        8.61929        4.14057      -0.106225E+008
  468.769        93589.8        3804.04       0.208995E-004   955.552        8.61651        4.13924      -0.106039E+008
  488.346        93589.8        3802.60       0.211410E-004   970.814        8.61360        4.13784      -0.105850E+008
  507.923        93589.8        3801.12       0.213623E-004   984.867        8.61041        4.13631      -0.105657E+008
  527.500        93589.8        3799.66       0.215667E-004   997.857        8.60720        4.13476      -0.105461E+008
  547.077        93589.8        3797.93       0.217549E-004   1009.90        8.60304        4.13277      -0.105263E+008
  566.654        93589.8        3796.56       0.219309E-004   1021.12        8.60050        4.13155      -0.105064E+008
  586.231        93589.8        3794.95       0.220946E-004   1031.59        8.59678        4.12976      -0.104862E+008
  605.808        93589.8        3793.30       0.222480E-004   1041.39        8.59285        4.12787      -0.104657E+008
  625.385        93589.8        3791.60       0.223920E-004   1050.58        8.58866        4.12586      -0.104451E+008
  644.962        93589.8        3789.84       0.225277E-004   1059.24        8.58422        4.12373      -0.104242E+008
  664.538        93589.8        3788.02       0.226561E-004   1067.40        8.57949        4.12145      -0.104032E+008
  684.115        93589.8        3786.13       0.227777E-004   1075.11        8.57444        4.11903      -0.103819E+008
  703.692        93589.8        3784.16       0.228932E-004   1082.42        8.56903        4.11643      -0.103606E+008
  723.269        93589.8        3782.09       0.230032E-004   1089.35        8.56323        4.11364      -0.103390E+008
  742.846        93589.8        3779.93       0.231082E-004   1095.93        8.55699        4.11065      -0.103173E+008
  762.423        93589.8        3779.23       0.232278E-004   1102.22        8.55659        4.11045      -0.102953E+008
  782.000        93589.8        3778.47       0.233439E-004   1108.23        8.55590        4.11012      -0.102733E+008
  801.577        93589.8        3777.27       0.234524E-004   1113.97        8.55345        4.10894      -0.102511E+008
  821.154        93589.8        3775.60       0.235533E-004   1119.45        8.54906        4.10683      -0.102287E+008
  840.731        93589.8        3773.42       0.236463E-004   1124.70        8.54259        4.10373      -0.102063E+008
  860.308        93589.8        3770.67       0.237313E-004   1129.72        8.53380        4.09950      -0.101836E+008
  879.885        93589.8        3873.75       0.241262E-004   1135.44        9.02270        4.33437      -0.105608E+008
  899.462        93589.8        3857.78       0.241821E-004   1141.45        8.97294        4.31046      -0.105339E+008
  919.038        93589.8        3843.96       0.242315E-004   1147.15        8.92899        4.28935      -0.105067E+008
  938.615        93589.8        3832.03       0.242871E-004   1152.36        8.89089        4.27104      -0.104798E+008
  958.192        93589.8        3825.67       0.243503E-004   1156.80        8.86876        4.26041      -0.104534E+008
  977.769        93589.8        3816.34       0.244020E-004   1160.95        8.83211        4.24281      -0.104259E+008
  997.346        93589.8        3796.82       0.244270E-004   1166.75        8.77344        4.21462      -0.103970E+008
  1016.92        93589.8        3788.32       0.244713E-004   1170.80        8.74150        4.19928      -0.103692E+008
  1036.50        93589.8        3774.23       0.244963E-004   1175.12        8.69088        4.17497      -0.103401E+008
  1056.08        93589.8        3762.90       0.245195E-004   1178.90        8.64581        4.15331      -0.103109E+008
  1075.65        93589.8        3748.95       0.245251E-004   1182.55        8.58890        4.12597      -0.102808E+008
  1095.23        93589.8        3725.20       0.244853E-004   1186.11        8.49422        4.08049      -0.102486E+008
  1114.81        93589.8        3712.84       0.245052E-004   1189.76        8.44942        4.05897      -0.102200E+008
  1134.38        93589.8        3709.71       0.245551E-004   1192.98        8.43534        4.05221      -0.101928E+008
  1153.96        93589.8        3704.84       0.246066E-004   1196.33        8.41864        4.04418      -0.101657E+008
  1173.54        93589.8        3702.31       0.246679E-004   1199.26        8.40932        4.03971      -0.101397E+008
  1193.12        93589.8        3701.72       0.247349E-004   1201.85        8.40417        4.03723      -0.101140E+008
  1212.69        93589.8        3696.14       0.247873E-004   1205.03        8.38769        4.02932      -0.100874E+008
  1232.27        93589.8        3691.96       0.248422E-004   1207.96        8.37394        4.02271      -0.100612E+008
  1251.85        93589.8        3689.15       0.249074E-004   1210.56        8.35378        4.01303      -0.100334E+008
  1271.42        93589.8        3689.75       0.250682E-004   1211.83        8.26162        3.96875      -0.999390E+007
  1291.00        93589.8        3693.01       0.254075E-004   1211.43        8.09869        3.89049      -0.994638E+007
  1310.58        93589.8        3689.39       0.254608E-004   1214.00        8.08674        3.88474      -0.991888E+007
  1330.15        93589.8        3686.74       0.255183E-004   1216.43        8.07977        3.88140      -0.989355E+007
  1349.73        93589.8        3682.72       0.255693E-004   1218.94        8.06619        3.87487      -0.986571E+007
  1369.31        93589.8        3678.84       0.256201E-004   1221.43        8.05408        3.86905      -0.983949E+007
  1388.88        93589.8        3676.16       0.256769E-004   1223.69        8.04680        3.86556      -0.981355E+007
  1408.46        93589.8        3672.25       0.257271E-004   1226.07        8.03438        3.85959      -0.978679E+007
  1428.04        93589.8        3669.01       0.257810E-004   1228.29        8.02455        3.85487      -0.976001E+007
  1447.62        93589.8        3665.85       0.258348E-004   1230.47        8.01556        3.85055      -0.973414E+007
  1467.19        93589.8        3662.70       0.258886E-004   1232.62        8.00671        3.84630      -0.970842E+007
  1486.77        93589.8        3659.54       0.259423E-004   1234.73        7.99796        3.84210      -0.968286E+007
  1506.35        93589.8        3656.36       0.259960E-004   1236.80        7.98930        3.83793      -0.965747E+007
  1525.92        93589.8        3653.17       0.260495E-004   1238.83        7.98070        3.83380      -0.963222E+007
  1545.50        93589.8        3643.54       0.259582E-004   1240.88        7.96328        3.82544      -0.960625E+007
  1565.08        93589.8        3316.30       0.217343E-004   1254.31        7.37739        3.54398      -0.944294E+007
  1584.65        93589.8        3314.11       0.217687E-004   1256.03        7.37126        3.54104      -0.941787E+007
  1604.23        93589.8        3311.88       0.218023E-004   1257.71        7.36516        3.53811      -0.939293E+007
  1623.81        93589.8        3308.10       0.217753E-004   1260.25        7.35857        3.53494      -0.937740E+007
  1643.38        93589.8        3305.84       0.218057E-004   1261.83        7.35310        3.53232      -0.935278E+007
  1662.96        93589.8        3303.52       0.218321E-004   1263.39        7.34822        3.52997      -0.932863E+007
  1682.54        93589.8        3301.25       0.218614E-004   1264.89        7.34288        3.52741      -0.930397E+007
  1702.12        93589.8        3298.88       0.218582E-004   1266.36        7.34337        3.52764      -0.928182E+007
  1721.69        93589.8        3296.56       0.218863E-004   1267.79        7.33796        3.52504      -0.925711E+007
  1741.27        93589.8        3294.16       0.218294E-004   1269.18        7.34808        3.52990      -0.923685E+007
  1760.85        93589.8        3291.79       0.217066E-004   1270.51        7.37026        3.54056      -0.921924E+007
  1780.42        93589.8        3290.09       0.215465E-004   1271.64        7.40086        3.55526      -0.920427E+007
  1800.00        93589.8        3288.24       0.213629E-004   1272.79        7.43507        3.57169      -0.918957E+007
  273.000        94871.8        3912.81       0.164878E-004   661.512        9.00419        4.32547      -0.107436E+008
  292.577        94871.8        3909.80       0.171590E-004   710.813        8.99577        4.32143      -0.107299E+008
  312.154        94871.8        3901.91       0.172984E-004   755.784        8.91349        4.28190      -0.107145E+008
  331.731        94871.8        3900.89       0.178942E-004   792.036        8.91437        4.28232      -0.106991E+008
  351.308        94871.8        3899.92       0.184245E-004   823.757        8.91611        4.28316      -0.106831E+008
  370.885        94871.8        3898.50       0.188804E-004   851.872        8.91330        4.28181      -0.106667E+008
  390.462        94871.8        3898.24       0.193323E-004   876.631        8.92285        4.28640      -0.106490E+008
  410.038        94871.8        3897.57       0.197281E-004   898.891        8.92834        4.28903      -0.106312E+008
  429.615        94871.8        3838.83       0.202272E-004   921.055        8.69838        4.17857      -0.106108E+008
  449.192        94871.8        3825.99       0.206152E-004   939.560        8.66379        4.16195      -0.105911E+008
  468.769        94871.8        3811.87       0.208504E-004   955.630        8.63594        4.14857      -0.105711E+008
  488.346        94871.8        3805.60       0.210797E-004   970.617        8.62359        4.14264      -0.105516E+008
  507.923        94871.8        3804.17       0.213005E-004   984.678        8.62067        4.14124      -0.105323E+008
  527.500        94871.8        3802.71       0.215040E-004   997.674        8.61755        4.13974      -0.105128E+008
  547.077        94871.8        3801.25       0.216924E-004   1009.73        8.61445        4.13825      -0.104931E+008
  566.654        94871.8        3802.86       0.219034E-004   1020.94        8.62353        4.14261      -0.104730E+008
  586.231        94871.8        3806.00       0.221217E-004   1031.42        8.63882        4.14995      -0.104526E+008
  605.808        94871.8        3808.21       0.223248E-004   1041.25        8.65019        4.15542      -0.104318E+008
  625.385        94871.8        3811.32       0.225213E-004   1050.49        8.66582        4.16293      -0.104113E+008
  644.962        94871.8        3811.79       0.226839E-004   1059.19        8.67047        4.16516      -0.103904E+008
  664.538        94871.8        3810.40       0.228173E-004   1067.39        8.66745        4.16371      -0.103694E+008
  684.115        94871.8        3808.75       0.229423E-004   1075.14        8.66327        4.16170      -0.103482E+008
  703.692        94871.8        3807.43       0.230643E-004   1082.48        8.66056        4.16040      -0.103269E+008
  723.269        94871.8        3805.31       0.231748E-004   1089.45        8.65434        4.15741      -0.103053E+008
  742.846        94871.8        3804.13       0.232883E-004   1096.07        8.65220        4.15638      -0.102838E+008
  762.423        94871.8        3800.76       0.233793E-004   1102.37        8.64059        4.15081      -0.102617E+008
  782.000        94871.8        3800.38       0.234921E-004   1108.39        8.64191        4.15144      -0.102400E+008
  801.577        94871.8        3798.16       0.235858E-004   1114.14        8.63436        4.14781      -0.102177E+008
  821.154        94871.8        3796.02       0.236773E-004   1119.61        8.62905        4.14526      -0.101958E+008
  840.731        94871.8        3793.10       0.237587E-004   1124.87        8.61840        4.14014      -0.101731E+008
  860.308        94871.8        3790.83       0.238439E-004   1129.89        8.61276        4.13744      -0.101510E+008
  879.885        94871.8        3898.41       0.241246E-004   1132.80        9.10388        4.37336      -0.105352E+008
  899.462        94871.8        3895.62       0.242236E-004   1137.32        9.09705        4.37008      -0.105121E+008
  919.038        94871.8        3892.95       0.243105E-004   1141.83        9.08956        4.36648      -0.104883E+008
  938.615        94871.8        3890.39       0.243975E-004   1146.11        9.08245        4.36307      -0.104643E+008
  958.192        94871.8        3879.28       0.244556E-004   1151.19        9.04678        4.34593      -0.104380E+008
  977.769        94871.8        3860.65       0.244868E-004   1156.93        8.98623        4.31685      -0.104095E+008
  997.346        94871.8        3846.19       0.245256E-004   1162.05        8.93889        4.29410      -0.103814E+008
  1016.92        94871.8        3834.61       0.245704E-004   1166.69        8.90036        4.27560      -0.103536E+008
  1036.50        94871.8        3824.99       0.246130E-004   1170.94        8.86659        4.25937      -0.103258E+008
  1056.08        94871.8        3815.13       0.246479E-004   1174.94        8.83033        4.24195      -0.102978E+008
  1075.65        94871.8        3790.71       0.246417E-004   1180.19        8.74798        4.20239      -0.102667E+008
  1095.23        94871.8        3779.32       0.246634E-004   1183.88        8.70367        4.18111      -0.102376E+008
  1114.81        94871.8        3760.13       0.246519E-004   1187.98        8.63193        4.14665      -0.102063E+008
  1134.38        94871.8        3742.97       0.246324E-004   1191.46        8.56169        4.11290      -0.101748E+008
  1153.96        94871.8        3719.06       0.245680E-004   1194.92        8.46323        4.06560      -0.101410E+008
  1173.54        94871.8        3713.17       0.246120E-004   1198.19        8.44333        4.05604      -0.101143E+008
  1193.12        94871.8        3711.22       0.246808E-004   1200.93        8.43614        4.05259      -0.100882E+008
  1212.69        94871.8        3704.62       0.247277E-004   1204.26        8.41641        4.04311      -0.100617E+008
  1232.27        94871.8        3700.76       0.247834E-004   1207.14        8.40353        4.03693      -0.100353E+008
  1251.85        94871.8        3697.99       0.248586E-004   1209.61        8.36608        4.01894      -0.100048E+008
  1271.42        94871.8        3698.40       0.250653E-004   1210.61        8.25047        3.96340      -0.996271E+007
  1291.00        94871.8        3699.22       0.253391E-004   1211.06        8.12138        3.90139      -0.991956E+007
  1310.58        94871.8        3695.20       0.253906E-004   1213.70        8.10782        3.89487      -0.989211E+007
  1330.15        94871.8        3691.18       0.254417E-004   1216.27        8.09431        3.88838      -0.986460E+007
  1349.73        94871.8        3687.61       0.254940E-004   1218.75        8.08290        3.88290      -0.983767E+007
  1369.31        94871.8        3684.03       0.255461E-004   1221.16        8.07151        3.87743      -0.981070E+007
  1388.88        94871.8        3680.73       0.255986E-004   1223.49        8.06107        3.87241      -0.978349E+007
  1408.46        94871.8        3677.37       0.256516E-004   1225.80        8.05119        3.86766      -0.975762E+007
  1428.04        94871.8        3674.14       0.257042E-004   1228.04        8.04153        3.86303      -0.973112E+007
  1447.62        94871.8        3670.95       0.257574E-004   1230.23        8.03233        3.85861      -0.970521E+007
  1467.19        94871.8        3667.73       0.258100E-004   1232.38        8.02302        3.85414      -0.967912E+007
  1486.77        94871.8        3664.63       0.258635E-004   1234.47        8.01435        3.84997      -0.965344E+007
  1506.35        94871.8        3661.46       0.259166E-004   1236.54        8.00548        3.84571      -0.962771E+007
  1525.92        94871.8        3658.32       0.259695E-004   1238.56        7.99690        3.84159      -0.960227E+007
  1545.50        94871.8        3655.13       0.260224E-004   1240.55        7.98824        3.83743      -0.957689E+007
  1565.08        94871.8        3651.97       0.260752E-004   1242.51        7.97979        3.83337      -0.955172E+007
  1584.65        94871.8        3648.77       0.261278E-004   1244.43        7.97134        3.82931      -0.952669E+007
  1604.23        94871.8        3322.28       0.218645E-004   1257.40        7.38751        3.54885      -0.935971E+007
  1623.81        94871.8        3313.44       0.217559E-004   1259.18        7.37075        3.54080      -0.933296E+007
  1643.38        94871.8        3309.68       0.217289E-004   1261.67        7.36415        3.53763      -0.931725E+007
  1662.96        94871.8        3307.41       0.217572E-004   1263.22        7.35895        3.53512      -0.929272E+007
  1682.54        94871.8        3305.15       0.217866E-004   1264.72        7.35353        3.53252      -0.926795E+007
  1702.12        94871.8        3302.81       0.218076E-004   1266.19        7.34942        3.53055      -0.924383E+007
  1721.69        94871.8        3300.47       0.218286E-004   1267.62        7.34529        3.52856      -0.921969E+007
  1741.27        94871.8        3298.03       0.218103E-004   1269.02        7.34808        3.52990      -0.919756E+007
  1760.85        94871.8        3295.37       0.216902E-004   1270.42        7.36917        3.54003      -0.917919E+007
  1780.42        94871.8        3293.25       0.215541E-004   1271.64        7.39394        3.55194      -0.916221E+007
  1800.00        94871.8        3291.10       0.214061E-004   1272.84        7.42082        3.56485      -0.914574E+007
  273.000        96153.9        3939.48       0.173580E-004   656.745        9.12052        4.38136      -0.107142E+008
  292.577        96153.9        3915.92       0.173853E-004   709.921        9.01829        4.33225      -0.106975E+008
  312.154        96153.9        3912.98       0.179541E-004   752.298        9.00992        4.32823      -0.106828E+008
  331.731        96153.9        3904.74       0.179400E-004   791.890        8.92176        4.28587      -0.106664E+008
  351.308        96153.9        3902.42       0.183713E-004   823.466        8.92634        4.28808      -0.106504E+008
  370.885        96153.9        3901.00       0.188259E-004   851.601        8.92354        4.28673      -0.106340E+008
  390.462        96153.9        3900.74       0.192766E-004   876.376        8.93310        4.29132      -0.106164E+008
  410.038        96153.9        3901.46       0.197694E-004   898.942        8.93907        4.29419      -0.105984E+008
  429.615        96153.9        3901.02       0.201395E-004   919.010        8.94762        4.29830      -0.105800E+008
  449.192        96153.9        3900.81       0.204907E-004   937.132        8.95876        4.30365      -0.105611E+008
  468.769        96153.9        3900.81       0.208445E-004   953.868        8.96652        4.30738      -0.105419E+008
  488.346        96153.9        3900.66       0.211915E-004   969.630        8.96693        4.30757      -0.105227E+008
  507.923        96153.9        3868.12       0.215595E-004   984.686        8.84838        4.25063      -0.105010E+008
  527.500        96153.9        3836.79       0.217428E-004   997.871        8.74184        4.19944      -0.104796E+008
  547.077        96153.9        3822.53       0.218366E-004   1009.49        8.69763        4.17821      -0.104593E+008
  566.654        96153.9        3821.53       0.220183E-004   1020.76        8.69627        4.17755      -0.104393E+008
  586.231        96153.9        3820.53       0.221884E-004   1031.27        8.69485        4.17687      -0.104190E+008
  605.808        96153.9        3819.50       0.223483E-004   1041.12        8.69333        4.17614      -0.103986E+008
  625.385        96153.9        3818.47       0.224992E-004   1050.36        8.69172        4.17537      -0.103780E+008
  644.962        96153.9        3817.43       0.226422E-004   1059.07        8.69006        4.17457      -0.103572E+008
  664.538        96153.9        3816.98       0.227831E-004   1067.29        8.69016        4.17462      -0.103361E+008
  684.115        96153.9        3815.85       0.229121E-004   1075.06        8.68720        4.17320      -0.103147E+008
  703.692        96153.9        3813.11       0.230223E-004   1082.38        8.67961        4.16955      -0.102935E+008
  723.269        96153.9        3811.26       0.231346E-004   1089.36        8.67423        4.16697      -0.102719E+008
  742.846        96153.9        3811.63       0.232614E-004   1096.00        8.67857        4.16905      -0.102505E+008
  762.423        96153.9        3809.91       0.233664E-004   1102.32        8.67381        4.16676      -0.102287E+008
  782.000        96153.9        3807.84       0.234645E-004   1108.35        8.66693        4.16346      -0.102065E+008
  801.577        96153.9        3808.84       0.235864E-004   1114.14        8.67306        4.16641      -0.101847E+008
  821.154        96153.9        3806.58       0.236767E-004   1119.62        8.66644        4.16322      -0.101625E+008
  840.731        96153.9        3802.44       0.237477E-004   1124.85        8.65232        4.15644      -0.101401E+008
  860.308        96153.9        3801.14       0.238417E-004   1129.89        8.65011        4.15538      -0.101179E+008
  879.885        96153.9        3901.32       0.240642E-004   1132.54        9.11498        4.37869      -0.105045E+008
  899.462        96153.9        3898.70       0.241576E-004   1137.12        9.10811        4.37539      -0.104811E+008
  919.038        96153.9        3896.04       0.242443E-004   1141.61        9.10044        4.37171      -0.104569E+008
  938.615        96153.9        3893.38       0.243352E-004   1145.84        9.09387        4.36855      -0.104338E+008
  958.192        96153.9        3890.68       0.244200E-004   1150.01        9.08648        4.36500      -0.104101E+008
  977.769        96153.9        3886.87       0.245196E-004   1154.47        9.07878        4.36131      -0.103848E+008
  997.346        96153.9        3878.99       0.246707E-004   1160.16        9.06881        4.35652      -0.103571E+008
  1016.92        96153.9        3874.38       0.247799E-004   1164.78        9.06094        4.35273      -0.103304E+008
  1036.50        96153.9        3868.65       0.249031E-004   1169.64        9.05230        4.34858      -0.103031E+008
  1056.08        96153.9        3863.01       0.250199E-004   1174.54        9.04340        4.34431      -0.102751E+008
  1075.65        96153.9        3859.83       0.251167E-004   1178.17        9.03678        4.34113      -0.102494E+008
  1095.23        96153.9        3855.89       0.252112E-004   1182.09        9.02834        4.33708      -0.102225E+008
  1114.81        96153.9        3843.17       0.252084E-004   1185.81        8.97691        4.31237      -0.101941E+008
  1134.38        96153.9        3813.68       0.251271E-004   1190.52        8.86371        4.25799      -0.101625E+008
  1153.96        96153.9        3793.57       0.250742E-004   1194.43        8.78286        4.21915      -0.101316E+008
  1173.54        96153.9        3776.15       0.249775E-004   1196.65        8.70070        4.17968      -0.101029E+008
  1193.12        96153.9        3740.70       0.247932E-004   1200.04        8.55377        4.10910      -0.100684E+008
  1212.69        96153.9        3715.75       0.246808E-004   1203.12        8.45238        4.06039      -0.100363E+008
  1232.27        96153.9        3711.82       0.247360E-004   1206.00        8.43946        4.05418      -0.100100E+008
  1251.85        96153.9        3708.30       0.248171E-004   1208.48        8.38466        4.02786      -0.997688E+007
  1271.42        96153.9        3708.51       0.250904E-004   1209.09        8.23508        3.95600      -0.993096E+007
  1291.00        96153.9        3706.35       0.252752E-004   1210.58        8.14807        3.91421      -0.989324E+007
  1310.58        96153.9        3703.17       0.253296E-004   1213.09        8.13797        3.90935      -0.986629E+007
  1330.15        96153.9        3699.39       0.253815E-004   1215.61        8.12500        3.90313      -0.983826E+007
  1349.73        96153.9        3696.54       0.254365E-004   1218.03        8.11733        3.89944      -0.981322E+007
  1369.31        96153.9        3693.75       0.254924E-004   1220.34        8.10970        3.89577      -0.978747E+007
  1388.88        96153.9        3689.53       0.255416E-004   1222.80        8.09573        3.88906      -0.976046E+007
  1408.46        96153.9        3684.32       0.255856E-004   1225.35        8.07733        3.88023      -0.973229E+007
  1428.04        96153.9        3681.38       0.256403E-004   1227.54        8.06939        3.87641      -0.970672E+007
  1447.62        96153.9        3676.92       0.256864E-004   1229.90        8.05418        3.86911      -0.967902E+007
  1467.19        96153.9        3672.79       0.257329E-004   1232.12        8.03924        3.86193      -0.964949E+007
  1486.77        96153.9        3669.79       0.257873E-004   1234.20        8.03138        3.85815      -0.962435E+007
  1506.35        96153.9        3666.61       0.258393E-004   1236.27        8.02238        3.85383      -0.959865E+007
  1525.92        96153.9        3663.39       0.258908E-004   1238.30        8.01303        3.84934      -0.957256E+007
  1545.50        96153.9        3660.22       0.259435E-004   1240.29        8.00457        3.84527      -0.954735E+007
  1565.08        96153.9        3657.08       0.259954E-004   1242.24        7.99571        3.84102      -0.952151E+007
  1584.65        96153.9        3653.95       0.260476E-004   1244.15        7.98726        3.83696      -0.949613E+007
  1604.23        96153.9        3650.78       0.260997E-004   1246.03        7.97886        3.83292      -0.947098E+007
  1623.81        96153.9        3647.61       0.261515E-004   1247.88        7.97058        3.82894      -0.944602E+007
  1643.38        96153.9        3321.54       0.218494E-004   1260.42        7.38723        3.54871      -0.927473E+007
  1662.96        96153.9        3318.99       0.218760E-004   1261.99        7.38066        3.54556      -0.924969E+007
  1682.54        96153.9        3309.02       0.217110E-004   1264.54        7.36441        3.53775      -0.923216E+007
  1702.12        96153.9        3306.73       0.217373E-004   1266.01        7.35935        3.53532      -0.920754E+007
  1721.69        96153.9        3304.40       0.217574E-004   1267.44        7.35536        3.53340      -0.918335E+007
  1741.27        96153.9        3301.98       0.217650E-004   1268.84        7.35335        3.53243      -0.915970E+007
  1760.85        96153.9        3299.25       0.216742E-004   1270.25        7.36867        3.53979      -0.913984E+007
  1780.42        96153.9        3296.68       0.215686E-004   1271.58        7.38682        3.54851      -0.912082E+007
  1800.00        96153.9        3294.46       0.214172E-004   1272.79        7.41416        3.56165      -0.910418E+007
  273.000        97435.9        3945.27       0.174211E-004   656.048        9.13734        4.38944      -0.106819E+008
  292.577        97435.9        3942.94       0.182334E-004   705.555        9.13247        4.38710      -0.106685E+008
  312.154        97435.9        3918.31       0.181318E-004   751.591        9.02950        4.33763      -0.106505E+008
  331.731        97435.9        3915.51       0.186139E-004   788.457        9.02122        4.33365      -0.106349E+008
  351.308        97435.9        3907.45       0.185019E-004   823.538        8.93262        4.29109      -0.106177E+008
  370.885        97435.9        3906.02       0.189576E-004   851.821        8.92991        4.28979      -0.106013E+008
  390.462        97435.9        3905.87       0.194085E-004   876.596        8.94272        4.29594      -0.105836E+008
  410.038        97435.9        3904.37       0.197720E-004   899.212        8.93975        4.29452      -0.105662E+008
  429.615        97435.9        3905.00       0.201833E-004   919.066        8.96032        4.30440      -0.105472E+008
  449.192        97435.9        3904.96       0.205423E-004   937.231        8.97328        4.31062      -0.105282E+008
  468.769        97435.9        3905.02       0.209027E-004   954.074        8.98083        4.31425      -0.105091E+008
  488.346        97435.9        3903.42       0.211506E-004   969.568        8.97745        4.31263      -0.104903E+008
  507.923        97435.9        3904.39       0.215589E-004   984.542        8.98081        4.31424      -0.104705E+008
  527.500        97435.9        3902.74       0.217699E-004   997.878        8.97734        4.31257      -0.104511E+008
  547.077        97435.9        3903.07       0.221076E-004   1010.88        8.97930        4.31352      -0.104308E+008
