|6.6.6
harz_wet_1.tab                                                                                      
           2
T(K)    
   273.00000000000000     
   17.012820512820515     
          79
P(bar)  
   1.0000000000000000     
   1282.0384615384614     
          79
           9
T(K)           P(bar)         rho,kg/m3      alpha,1/K      beta,1/bar     cp,J/K/kg      vp,km/s        vs,km/s        h,J/kg        
  681.308        24359.7        3085.20       0.294985E-004  0.110660E-005   1201.41        6.64183        3.19063      -0.119653E+008
  698.321        24359.7        3083.64       0.296515E-004  0.111002E-005   1209.16        6.63460        3.18716      -0.119446E+008
  715.333        24359.7        3082.08       0.298007E-004  0.111347E-005   1216.57        6.62732        3.18366      -0.119238E+008
  732.346        24359.7        3080.51       0.299466E-004  0.111695E-005   1223.66        6.62000        3.18015      -0.119028E+008
  749.359        24359.7        3078.93       0.300893E-004  0.112047E-005   1230.45        6.61264        3.17661      -0.118818E+008
  766.372        24359.7        3077.35       0.302302E-004  0.112402E-005   1236.96        6.60521        3.17304      -0.118606E+008
  783.385        24359.7        3075.76       0.303685E-004  0.112761E-005   1243.22        6.59775        3.16946      -0.118393E+008
  800.397        24359.7        3074.16       0.305045E-004  0.113122E-005   1249.24        6.59025        3.16585      -0.118180E+008
  817.410        24359.7        3072.56       0.306388E-004  0.113487E-005   1255.02        6.58270        3.16223      -0.117965E+008
  834.423        24359.7        3070.96       0.307716E-004  0.113855E-005   1260.60        6.57511        3.15858      -0.117749E+008
  851.436        24359.7        3069.35       0.309032E-004  0.114227E-005   1265.97        6.56748        3.15491      -0.117532E+008
  868.449        24359.7        3067.73       0.310337E-004  0.114602E-005   1271.16        6.55980        3.15123      -0.117315E+008
  885.462        24359.7        3066.11       0.311633E-004  0.114980E-005   1276.17        6.55208        3.14752      -0.117097E+008
  902.474        24359.7        3359.02       0.309495E-004  0.883340E-006   1177.03        7.07511        3.39877      -0.117622E+008
  919.487        24359.7        3357.25       0.310820E-004  0.886345E-006   1181.34        7.06704        3.39489      -0.117421E+008
  936.500        24359.7        3355.47       0.312139E-004  0.889375E-006   1185.51        7.05893        3.39100      -0.117220E+008
  953.513        24359.7        3353.68       0.313453E-004  0.892431E-006   1189.55        7.05079        3.38709      -0.117018E+008
  970.526        24359.7        3351.89       0.314764E-004  0.895514E-006   1193.46        7.04263        3.38317      -0.116815E+008
  987.538        24359.7        3350.09       0.316072E-004  0.898623E-006   1197.26        7.03443        3.37923      -0.116612E+008
  1004.55        24359.7        3348.29       0.317378E-004  0.901759E-006   1200.94        7.02621        3.37528      -0.116408E+008
  1021.56        24359.7        3346.48       0.318683E-004  0.904922E-006   1204.51        7.01795        3.37131      -0.116203E+008
  1038.58        24359.7        3344.66       0.319987E-004  0.908112E-006   1207.97        7.00967        3.36734      -0.115998E+008
  1055.59        24359.7        3342.83       0.321292E-004  0.911330E-006   1211.34        7.00136        3.36334      -0.115792E+008
  1072.60        24359.7        3341.00       0.322597E-004  0.914576E-006   1214.62        6.99302        3.35934      -0.115586E+008
  1089.62        24359.7        3339.17       0.323904E-004  0.917850E-006   1217.80        6.98465        3.35532      -0.115379E+008
  1106.63        24359.7        3337.32       0.325213E-004  0.921152E-006   1220.89        6.97626        3.35129      -0.115171E+008
  1123.64        24359.7        3335.47       0.326525E-004  0.924483E-006   1223.90        6.96784        3.34724      -0.114963E+008
  1140.65        24359.7        3333.62       0.327840E-004  0.927842E-006   1226.83        6.95939        3.34318      -0.114755E+008
  1157.67        24359.7        3331.76       0.329158E-004  0.931232E-006   1229.68        6.95091        3.33911      -0.114546E+008
  1174.68        24359.7        3329.89       0.330481E-004  0.934650E-006   1232.46        6.94241        3.33503      -0.114337E+008
  1191.69        24359.7        3328.01       0.331807E-004  0.938099E-006   1235.16        6.93388        3.33093      -0.114127E+008
  1208.71        24359.7        3326.13       0.333139E-004  0.941578E-006   1237.79        6.92533        3.32682      -0.113916E+008
  1225.72        24359.7        3324.24       0.334476E-004  0.945088E-006   1240.36        6.91675        3.32270      -0.113706E+008
  1242.73        24359.7        3322.35       0.335819E-004  0.948628E-006   1242.86        6.90814        3.31856      -0.113494E+008
  1259.74        24359.7        3320.44       0.337168E-004  0.952200E-006   1245.30        6.89951        3.31442      -0.113283E+008
  1276.76        24359.7        3318.54       0.338523E-004  0.955804E-006   1247.68        6.89085        3.31026      -0.113071E+008
  1293.77        24359.7        3316.62       0.339885E-004  0.959440E-006   1249.99        6.88216        3.30608      -0.112858E+008
  1310.78        24359.7        3314.70       0.341254E-004  0.963109E-006   1252.25        6.87345        3.30190      -0.112645E+008
  1327.79        24359.7        3312.77       0.342630E-004  0.966810E-006   1254.45        6.86472        3.29770      -0.112432E+008
  1344.81        24359.7        3310.84       0.344014E-004  0.970545E-006   1256.60        6.85595        3.29349      -0.112218E+008
  1361.82        24359.7        3308.90       0.345406E-004  0.974314E-006   1258.70        6.84716        3.28927      -0.112004E+008
  1378.83        24359.7        3306.95       0.346807E-004  0.978117E-006   1260.74        6.83835        3.28504      -0.111790E+008
  1395.85        24359.7        3305.00       0.348216E-004  0.981954E-006   1262.74        6.82951        3.28079      -0.111576E+008
  1412.86        24359.7        3303.03       0.349634E-004  0.985827E-006   1264.68        6.82065        3.27653      -0.111361E+008
  1429.87        24359.7        3301.07       0.351061E-004  0.989736E-006   1266.58        6.81176        3.27226      -0.111145E+008
  1446.88        24359.7        3299.09       0.352498E-004  0.993681E-006   1268.43        6.80284        3.26798      -0.110930E+008
  1463.90        24359.7        3297.11       0.353944E-004  0.997662E-006   1270.24        6.79390        3.26368      -0.110714E+008
  1480.91        24359.7        3295.12       0.355401E-004  0.100168E-005   1272.00        6.78493        3.25938      -0.110497E+008
  1497.92        24359.7        3293.12       0.356867E-004  0.100574E-005   1273.72        6.77594        3.25506      -0.110281E+008
  1514.94        24359.7        3291.12       0.358345E-004  0.100983E-005   1275.39        6.76692        3.25072      -0.110064E+008
  1531.95        24359.7        3289.11       0.359833E-004  0.101396E-005   1277.02        6.75788        3.24638      -0.109847E+008
  1548.96        24359.7        3287.09       0.361332E-004  0.101814E-005   1278.62        6.74881        3.24202      -0.109629E+008
  1565.97        24359.7        3285.07       0.362843E-004  0.102235E-005   1280.17        6.73972        3.23766      -0.109412E+008
  1582.99        24359.7        3283.04       0.364365E-004  0.102660E-005   1281.68        6.73060        3.23328      -0.109194E+008
  1600.00        24359.7        3281.00       0.365900E-004  0.103089E-005   1283.16        6.72145        3.22888      -0.108976E+008
  273.000        25641.8        3124.29       0.195446E-004  0.112572E-005   777.781        6.56424        3.15336      -0.123625E+008
  290.013        25641.8        3130.79       0.203997E-004  0.108215E-005   814.451        6.66809        3.20325      -0.123478E+008
  307.026        25641.8        3137.28       0.211841E-004  0.103843E-005   847.080        6.77521        3.25471      -0.123326E+008
  324.038        25641.8        3140.39       0.218419E-004  0.101467E-005   876.596        6.83508        3.28347      -0.123175E+008
  341.051        25641.8        3139.21       0.223557E-004  0.101648E-005   903.757        6.83109        3.28155      -0.123024E+008
  358.064        25641.8        3138.00       0.228168E-004  0.101833E-005   928.791        6.82696        3.27957      -0.122868E+008
  375.077        25641.8        3136.77       0.232328E-004  0.102022E-005   951.958        6.82271        3.27752      -0.122708E+008
  392.090        25641.8        3135.52       0.236103E-004  0.102216E-005   973.476        6.81833        3.27542      -0.122544E+008
  409.103        25641.8        3134.25       0.239544E-004  0.102412E-005   993.525        6.81386        3.27327      -0.122377E+008
  426.115        25641.8        3132.97       0.242698E-004  0.102612E-005   1012.26        6.80929        3.27108      -0.122206E+008
  443.128        25641.8        3131.67       0.245601E-004  0.102815E-005   1029.80        6.80463        3.26884      -0.122032E+008
  460.141        25641.8        3108.90       0.266217E-004  0.105588E-005   1054.36        6.75474        3.24487      -0.121778E+008
  477.154        25641.8        3107.47       0.268951E-004  0.105880E-005   1069.81        6.74830        3.24178      -0.121596E+008
  494.167        25641.8        3106.04       0.271503E-004  0.106175E-005   1084.37        6.74179        3.23865      -0.121412E+008
  511.179        25641.8        3104.59       0.273907E-004  0.106474E-005   1098.09        6.73520        3.23548      -0.121225E+008
  528.192        25641.8        3103.13       0.276135E-004  0.106775E-005   1111.03        6.72863        3.23233      -0.121035E+008
  545.205        25641.8        3101.66       0.278312E-004  0.107082E-005   1123.30        6.72184        3.22907      -0.120845E+008
  562.218        25641.8        3100.18       0.280313E-004  0.107390E-005   1134.86        6.71514        3.22585      -0.120650E+008
  579.231        25641.8        3098.69       0.282283E-004  0.107704E-005   1145.86        6.70825        3.22254      -0.120456E+008
  596.244        25641.8        3097.19       0.284133E-004  0.108020E-005   1156.27        6.70139        3.21924      -0.120258E+008
  613.256        25641.8        3095.68       0.285912E-004  0.108339E-005   1166.16        6.69446        3.21591      -0.120059E+008
  630.269        25641.8        3094.16       0.287617E-004  0.108661E-005   1175.55        6.68749        3.21257      -0.119858E+008
  647.282        25641.8        3092.63       0.289270E-004  0.108986E-005   1184.49        6.68046        3.20919      -0.119656E+008
  664.295        25641.8        3091.10       0.290855E-004  0.109314E-005   1192.99        6.67342        3.20581      -0.119451E+008
  681.308        25641.8        3089.56       0.292415E-004  0.109646E-005   1201.11        6.66628        3.20238      -0.119246E+008
  698.321        25641.8        3088.02       0.293919E-004  0.109981E-005   1208.86        6.65912        3.19894      -0.119039E+008
  715.333        25641.8        3086.46       0.295388E-004  0.110319E-005   1216.27        6.65191        3.19547      -0.118831E+008
  732.346        25641.8        3084.90       0.296823E-004  0.110660E-005   1223.35        6.64466        3.19199      -0.118622E+008
  749.359        25641.8        3083.34       0.298229E-004  0.111004E-005   1230.14        6.63736        3.18848      -0.118411E+008
